transaction_id,transaction_date,customer_id,account_id,merchant_id,amount,is_fraud
1001144,2025-01-06,2094,6219,726,321.46,False
1001145,2025-01-12,298,4823,1513,325.8,False
1001146,2025-01-11,4297,1605,1256,156.14,False
1001147,2025-01-25,9189,2002,1005,248.2,False
1001148,2025-01-31,8113,2035,1313,17.51,False
1001149,2025-01-23,7752,10001,1128,449.09,False
1001150,2025-01-01,1358,5385,571,156.85,False
1001151,2025-01-12,8165,6995,1018,33.64,False
1001152,2025-01-28,3443,14639,1838,481.05,True
1001153,2025-01-06,5162,14080,1973,383.01,False
1001154,2025-01-06,7279,1644,352,143.77,False
1001155,2025-01-10,3898,12314,321,312.11,True
1001156,2025-01-08,7395,3536,863,16.19,False
1001157,2025-01-10,1886,4221,445,1513.45,False
1001158,2025-01-09,4164,7660,1120,127.76,False
1001159,2025-01-06,993,9324,917,273.24,False
1001160,2025-01-26,2594,5014,1562,613.71,False
1001161,2025-01-28,8294,5444,1795,187.2,False
1001162,2025-01-26,4531,10828,1438,879.25,False
1001163,2025-01-25,6841,2387,275,51.86,False
1001164,2025-01-15,6969,2764,621,400.91,False
1001165,2025-01-21,9207,6144,1508,172.9,False
1001166,2025-01-01,6259,12236,1006,106.61,False
1001167,2025-01-30,9497,9234,168,105.43,False
1001168,2025-01-25,8824,4306,74,26.45,False
1001169,2025-01-10,3059,7377,297,480.32,False
1001170,2025-01-22,958,2169,699,123.02,False
1001171,2025-01-25,1924,2208,1847,48.99,False
1001172,2025-01-20,4285,2413,967,380.02,False
1001173,2025-01-29,2435,12201,241,494.78,False
1001174,2025-01-22,5965,10116,1103,0.83,False
1001175,2025-01-31,7548,8702,1642,458.2,False
1001176,2025-01-20,8118,5185,188,360.81,False
1001177,2025-01-02,124,13783,762,205.68,False
1001178,2025-01-25,2980,8076,1530,71.29,False
1001179,2025-01-15,9951,10113,940,378.68,False
1001180,2025-01-01,1654,11310,772,230.8,False
1001181,2025-01-08,8178,5367,887,80.86,False
1001182,2025-01-17,9545,13527,57,68.43,False
1001183,2025-01-14,8062,10152,624,7.83,False
1001184,2025-01-17,5169,11752,1867,184.88,False
1001185,2025-01-22,7595,12885,845,380.38,False
1001186,2025-01-03,9067,5214,623,54.3,False
1001187,2025-01-21,9959,13150,1221,5.91,True
1001188,2025-01-15,2950,8646,292,331.9,False
1001189,2025-01-29,1643,8584,1101,864.3,False
1001190,2025-01-10,4417,5812,1859,299.93,False
1001191,2025-01-24,9984,14794,655,131.68,False
1001192,2025-01-31,6683,11362,158,245.91,False
1001193,2025-01-31,7783,8971,708,22.05,False
1001194,2025-01-01,8052,2904,618,233.92,False
1001195,2025-01-15,6385,1648,1233,245.53,False
1001196,2025-01-28,7188,1154,729,7.89,False
1001197,2025-01-22,721,3106,1574,11.21,False
1001198,2025-01-28,9065,7282,821,317.46,False
1001199,2025-01-14,6264,406,1111,7.05,False
1001200,2025-01-27,8389,13841,259,37.45,False
1001201,2025-01-04,2345,12341,322,264.99,False
1001202,2025-01-30,9777,6381,956,97.85,False
1001203,2025-01-16,7329,11640,1007,47.35,False
1001204,2025-01-14,7689,8858,1891,434.14,False
1001205,2025-01-21,1598,877,603,560.28,False
1001206,2025-01-29,9183,14176,1886,419.58,False
1001207,2025-01-18,3913,3890,1901,5.84,False
1001208,2025-01-07,5373,7230,1299,0.66,False
1001209,2025-01-13,4173,8846,588,14.7,False
1001210,2025-01-21,7527,13165,27,33.5,False
1001211,2025-01-23,6137,11248,1886,895.27,False
1001212,2025-01-15,1366,627,639,127.25,False
1001213,2025-01-13,8320,13199,1345,74.2,False
1001214,2025-01-13,6929,768,477,79.13,False
1001215,2025-01-19,5339,14303,121,34.74,False
1001216,2025-01-13,9325,12151,1690,290.69,False
1001217,2025-01-26,9328,5426,1116,238.03,False
1001218,2025-01-14,4235,3597,1540,464.56,False
1001219,2025-01-27,4637,2588,333,532.48,False
1001220,2025-01-18,364,2118,1691,704.9,False
1001221,2025-01-10,1047,11803,408,684.81,False
1001222,2025-01-05,461,6592,562,2.51,False
1001223,2025-01-20,2052,4531,486,224.65,False
1001224,2025-01-04,2534,14216,787,344.46,False
1001225,2025-01-14,4054,1337,1493,51.86,False
1001226,2025-01-26,2491,4244,1065,209.09,False
1001227,2025-01-19,4208,9590,1316,307.38,False
1001228,2025-01-30,1347,11429,19,500.12,False
1001229,2025-01-20,6833,9639,550,170.93,False
1001230,2025-01-29,6688,10338,157,536.32,False
1001231,2025-01-02,2520,14885,178,265.98,False
1001232,2025-01-30,1764,11072,493,18.72,False
1001233,2025-01-21,9643,9895,1252,11.87,False
1001234,2025-01-16,4700,9317,506,28.16,False
1001235,2025-01-05,4189,1426,1747,319.12,False
1001236,2025-01-05,2891,11668,73,222.91,False
1001237,2025-01-06,5779,14694,1735,111.53,True
1001238,2025-01-03,1843,12537,201,426.52,False
1001239,2025-01-27,8614,12495,1710,195.54,False
1001240,2025-01-05,6138,2592,1091,75.95,False
1001241,2025-01-27,2695,5867,47,25.43,False
1001242,2025-01-21,8989,6358,1288,59.88,False
1001243,2025-01-11,9776,6779,1887,235.58,False
1001244,2025-01-05,3494,1809,1220,15.73,False
1001245,2025-01-08,7362,11554,295,126.79,False
1001246,2025-01-14,6024,9996,203,258.02,False
1001247,2025-01-15,7650,1725,1794,187.63,False
1001248,2025-01-22,3369,3184,300,51.72,False
1001249,2025-01-02,6279,14315,1141,403.73,False
1001250,2025-01-22,7165,14587,485,14.56,False
1001251,2025-01-28,6966,6225,1747,20.14,False
1001252,2025-01-27,3987,6308,936,15.16,False
1001253,2025-01-13,6950,11414,509,465.4,False
1001254,2025-01-05,3265,3445,740,202.19,False
1001255,2025-01-25,172,1780,1324,882.43,True
1001256,2025-01-12,1059,12549,54,34.75,False
1001257,2025-01-28,7081,5923,1926,283.73,False
1001258,2025-01-06,3751,7618,1423,147.25,False
1001259,2025-01-14,9150,3344,1972,7.28,False
1001260,2025-01-18,8266,9126,1047,321.9,False
1001261,2025-01-20,1608,7607,974,539.51,False
1001262,2025-01-09,1570,135,716,137.75,False
1001263,2025-01-28,4336,11643,1605,245.41,False
1001264,2025-01-09,9461,13523,461,130.97,False
1001265,2025-01-05,9811,257,629,167.63,False
1001266,2025-01-12,5048,1601,1962,327.76,False
1001267,2025-01-17,444,3668,754,354.4,False
1001268,2025-01-14,9479,14358,1091,292.52,False
1001269,2025-01-26,5462,5367,1579,85.84,False
1001270,2025-01-03,8688,13408,1151,171.48,False
1001271,2025-01-27,7179,6690,1529,594.15,False
1001272,2025-01-28,5549,8764,1373,111.48,False
1001273,2025-01-27,540,13365,1431,104.46,False
1001274,2025-01-26,3501,1689,1035,23.33,False
1001275,2025-01-19,4027,2312,1671,24.69,False
1001276,2025-01-04,1322,1156,630,79.39,False
1001277,2025-01-13,9913,11827,1427,41.19,False
1001278,2025-01-14,312,4655,1302,559.49,False
1001279,2025-01-26,4278,6046,1653,170.7,False
1001280,2025-01-31,9535,1788,397,391.26,False
1001281,2025-01-13,3291,3035,768,349.7,False
1001282,2025-01-14,9112,7889,913,239.71,False
1001283,2025-01-17,5609,8317,1638,19.5,False
1001284,2025-01-16,6408,7413,1762,340.15,False
1001285,2025-01-12,6608,11683,1721,229.8,False
1001286,2025-01-14,4799,8615,663,11.46,False
1001287,2025-01-30,5960,4734,1060,237.89,False
1001288,2025-01-07,7567,2109,1897,78.78,False
1001289,2025-01-01,2304,3576,985,60.61,True
1001290,2025-01-08,8883,11049,760,426.36,False
1001291,2025-01-31,4166,2119,1750,197.8,True
1001292,2025-01-29,6990,14609,1367,474.49,True
1001293,2025-01-04,5304,1558,898,386.99,False
1001294,2025-01-31,9192,4655,795,428.98,False
1001295,2025-01-10,7114,584,1594,198.15,False
1001296,2025-01-10,9899,8099,426,202.22,False
1001297,2025-01-05,4304,12576,1423,410.11,False
1001298,2025-01-24,3195,10886,1197,30.81,False
1001299,2025-01-11,5143,7740,1937,213.41,False
1001300,2025-01-26,5668,5532,1737,563.05,False
1001301,2025-01-05,9423,14573,251,124.36,False
1001302,2025-01-03,3487,14617,79,174.39,False
1001303,2025-01-30,9364,1690,391,132.35,False
1001304,2025-01-02,1720,4774,967,292.8,False
1001305,2025-01-02,1278,11489,1631,138.2,False
1001306,2025-01-01,3952,11995,757,395.77,False
1001307,2025-01-05,7180,10478,1626,194.14,False
1001308,2025-01-05,6507,11479,1631,383.0,False
1001309,2025-01-03,754,12211,149,627.39,False
1001310,2025-01-01,8996,7304,689,704.44,False
1001311,2025-01-25,4655,14702,1941,349.87,False
1001312,2025-01-19,1657,5343,632,245.08,False
1001313,2025-01-24,5438,5433,1781,136.31,False
1001314,2025-01-18,8166,11635,1365,425.91,False
1001315,2025-01-06,4727,11012,981,419.29,False
1001316,2025-01-24,1483,13429,1520,40.53,False
1001317,2025-01-01,8837,12328,518,52.89,False
1001318,2025-01-18,5088,7807,113,579.8,False
1001319,2025-01-06,92,4119,203,48.54,False
1001320,2025-01-18,6244,1952,1129,101.18,False
1001321,2025-01-23,6355,3558,1119,401.72,False
1001322,2025-01-08,2076,9818,1936,820.54,False
1001323,2025-01-17,4750,7679,210,311.4,False
1001324,2025-01-06,9250,9988,890,356.35,False
1001325,2025-01-02,6528,8918,972,201.79,False
1001326,2025-01-28,6155,11941,579,446.38,False
1001327,2025-01-19,9681,7302,1511,167.28,False
1001328,2025-01-28,7333,9964,32,18.99,False
1001329,2025-01-17,9459,4685,277,307.11,False
1001330,2025-01-01,1106,11621,1441,386.91,False
1001331,2025-01-31,3610,8335,1713,20.6,False
1001332,2025-01-14,4046,13873,514,216.29,False
1001333,2025-01-14,3792,961,335,40.65,False
1001334,2025-01-08,7656,13084,1211,451.35,False
1001335,2025-01-09,6508,7659,576,44.63,False
1001336,2025-01-26,7593,6362,85,687.7,False
1001337,2025-01-07,8505,5699,1737,909.2,False
1001338,2025-01-09,9358,9498,1311,32.36,False
1001339,2025-01-20,6624,14202,364,227.14,False
1001340,2025-01-07,4754,3086,143,191.46,False
1001341,2025-01-18,9779,383,897,31.05,False
1001342,2025-01-25,5377,905,361,1.72,False
1001343,2025-01-29,9869,13803,1938,44.92,False
1001344,2025-01-22,838,212,1529,172.61,False
1001345,2025-01-05,3945,8710,939,360.18,False
1001346,2025-01-11,4431,13084,546,209.73,False
1001347,2025-01-30,6478,11756,363,486.05,False
1001348,2025-01-31,5303,827,1830,15.97,False
1001349,2025-01-06,1635,2553,923,636.66,False
1001350,2025-01-06,8619,56,869,36.16,False
1001351,2025-01-14,5566,11898,1674,24.8,False
1001352,2025-01-10,2386,9055,20,62.75,False
1001353,2025-01-01,941,6065,369,34.99,False
1001354,2025-01-11,6863,3414,1037,180.32,False
1001355,2025-01-15,1280,7059,638,268.33,False
1001356,2025-01-03,7040,11422,333,972.99,False
1001357,2025-01-17,5907,14125,1776,133.18,False
1001358,2025-01-28,2679,527,784,383.82,False
1001359,2025-01-17,6422,12430,149,229.34,False
1001360,2025-01-03,3690,7339,1987,292.1,False
1001361,2025-01-25,7357,6,631,62.23,False
1001362,2025-01-23,3383,10145,1440,240.06,False
1001363,2025-01-28,5211,5939,689,154.93,False
1001364,2025-01-26,9012,7235,1740,524.37,False
1001365,2025-01-06,3139,6382,537,217.49,False
1001366,2025-01-27,3861,7460,268,50.94,False
1001367,2025-01-12,502,9405,1772,0.33,False
1001368,2025-01-10,3178,10544,1952,72.08,False
1001369,2025-01-20,9153,2894,1524,544.37,False
1001370,2025-01-31,4426,8694,1708,6.34,False
1001371,2025-01-10,1725,13897,1785,786.65,False
1001372,2025-01-12,5588,2833,806,352.35,False
1001373,2025-01-24,1628,12661,327,222.85,False
1001374,2025-01-08,5871,806,1538,256.91,False
1001375,2025-01-17,8767,4756,1960,437.36,False
1001376,2025-01-03,4803,1824,576,754.24,False
1001377,2025-01-04,6163,10243,647,97.28,False
1001378,2025-01-08,989,824,630,296.26,False
1001379,2025-01-27,1945,12999,1712,121.72,False
1001380,2025-01-04,3734,8128,1764,608.82,False
1001381,2025-01-17,7698,3344,1024,727.33,False
1001382,2025-01-09,7193,11027,1524,57.71,False
1001383,2025-01-09,53,14897,1794,24.75,False
1001384,2025-01-06,1385,11536,1522,420.87,False
1001385,2025-01-06,1176,5562,1763,68.81,False
1001386,2025-01-16,5389,5636,1101,908.32,False
1001387,2025-01-26,30,655,854,146.98,False
1001388,2025-01-08,4250,6857,1800,203.6,False
1001389,2025-01-20,366,3280,1209,68.37,False
1001390,2025-01-01,4236,14679,446,60.48,False
1001391,2025-01-22,2117,11058,1626,255.82,False
1001392,2025-01-04,2675,371,797,241.82,False
1001393,2025-01-09,5856,3881,1828,761.9,False
1001394,2025-01-31,9417,13191,1585,161.73,False
1001395,2025-01-07,5614,8189,1134,73.47,False
1001396,2025-01-04,37,6594,2,103.23,False
1001397,2025-01-12,9088,11757,763,381.82,False
1001398,2025-01-05,3860,14864,1568,258.42,False
1001399,2025-01-23,4931,11098,391,289.15,False
1001400,2025-01-22,5761,8960,371,244.48,False
1001401,2025-01-22,3866,822,807,174.97,False
1001402,2025-01-01,7837,11029,557,161.29,False
1001403,2025-01-18,8022,1961,1013,39.59,False
1001404,2025-01-13,9645,3658,1660,41.21,False
1001405,2025-01-07,1247,9710,923,312.99,False
1001406,2025-01-26,1811,1661,188,158.74,False
1001407,2025-01-09,5195,5391,534,252.32,False
1001408,2025-01-31,618,8033,191,205.49,False
1001409,2025-01-06,2468,1310,119,131.67,False
1001410,2025-01-20,5587,14676,808,145.74,False
1001411,2025-01-25,7414,12118,646,706.48,False
1001412,2025-01-03,9725,6825,1588,495.59,False
1001413,2025-01-12,5682,4385,1888,196.96,False
1001414,2025-01-28,2405,11481,13,225.18,False
1001415,2025-01-22,3555,12739,964,364.34,False
1001416,2025-01-18,4802,13417,536,17.63,False
1001417,2025-01-09,6437,3875,1714,207.09,False
1001418,2025-01-14,1243,719,1702,335.37,False
1001419,2025-01-12,397,3827,626,599.21,False
1001420,2025-01-16,1447,10223,1300,385.04,False
1001421,2025-01-20,2208,13040,699,118.84,False
1001422,2025-01-06,1763,419,1824,55.77,False
1001423,2025-01-23,2494,9164,1491,270.72,False
1001424,2025-01-29,247,1139,1448,27.72,False
1001425,2025-01-10,346,6533,442,388.97,False
1001426,2025-01-13,3731,2934,254,153.54,False
1001427,2025-01-26,4555,13753,1784,17.4,False
1001428,2025-01-29,8194,638,325,421.84,False
1001429,2025-01-10,1915,12901,1023,61.76,False
1001430,2025-01-31,342,4077,1951,482.1,False
1001431,2025-01-17,2541,595,144,777.97,False
1001432,2025-01-20,1076,13805,1326,85.89,False
1001433,2025-01-28,6481,4722,1556,158.51,False
1001434,2025-01-21,4629,3128,943,1116.53,True
1001435,2025-01-19,9622,5609,298,96.98,False
1001436,2025-01-05,6083,5205,1381,103.89,False
1001437,2025-01-22,3038,8289,495,138.44,False
1001438,2025-01-08,2070,7581,1541,261.78,False
1001439,2025-01-05,5856,1108,683,187.6,False
1001440,2025-01-01,4270,10283,1008,164.09,True
1001441,2025-01-01,6346,4100,1751,595.08,False
1001442,2025-01-06,3567,1081,817,581.62,False
1001443,2025-01-12,3443,10040,1506,1023.58,False
1001444,2025-01-21,6018,10376,1791,2.79,True
1001445,2025-01-05,9283,6098,1938,340.1,False
1001446,2025-01-30,2537,5148,623,352.0,False
1001447,2025-01-30,2834,12394,1141,66.08,False
1001448,2025-01-20,3988,12522,615,7.88,False
1001449,2025-01-26,6551,5958,992,273.47,False
1001450,2025-01-10,2358,14120,904,11.21,False
1001451,2025-01-11,6440,2796,65,167.82,False
1001452,2025-01-03,4673,14690,1895,6.71,False
1001453,2025-01-09,9147,13420,1233,856.34,False
1001454,2025-01-06,8823,4459,1291,250.45,False
1001455,2025-01-25,8845,7618,1652,244.32,False
1001456,2025-01-25,123,3550,1464,211.98,False
1001457,2025-01-29,7731,2289,1835,120.85,False
1001458,2025-01-28,946,12767,910,80.39,False
1001459,2025-01-27,5130,10924,1377,258.54,False
1001460,2025-01-30,5156,6180,241,209.73,False
1001461,2025-01-19,6426,11833,385,80.92,False
1001462,2025-01-14,1538,5886,148,173.89,False
1001463,2025-01-22,2499,8245,1907,182.46,False
1001464,2025-01-08,1760,8457,111,29.65,False
1001465,2025-01-31,8020,12566,587,140.48,False
1001466,2025-01-07,5469,4729,735,35.31,False
1001467,2025-01-11,5571,12337,1733,625.69,False
1001468,2025-01-23,5666,7517,301,540.66,False
1001469,2025-01-13,7677,4150,908,27.83,False
1001470,2025-01-31,8044,3794,1001,184.12,False
1001471,2025-01-23,7898,9549,243,368.78,False
1001472,2025-01-13,5051,1930,1213,29.66,False
1001473,2025-01-02,588,14709,113,29.79,False
1001474,2025-01-13,4917,5850,1228,790.31,False
1001475,2025-01-25,7821,13699,1991,295.96,False
1001476,2025-01-08,7664,8817,1281,199.99,False
1001477,2025-01-06,8051,13838,10,43.44,False
1001478,2025-01-23,9946,3305,339,131.58,False
1001479,2025-01-12,8983,11962,911,35.1,False
1001480,2025-01-06,7452,12974,518,72.01,False
1001481,2025-01-07,7462,13387,791,119.47,False
1001482,2025-01-26,7228,7092,1750,55.01,False
1001483,2025-01-05,3534,4667,515,64.79,False
1001484,2025-01-31,3723,12727,1963,79.04,False
1001485,2025-01-12,8063,11512,1810,645.57,False
1001486,2025-01-30,2491,2314,1960,3.25,False
1001487,2025-01-20,9477,5529,742,289.56,False
1001488,2025-01-17,7395,11121,1171,231.64,False
1001489,2025-01-08,6342,5082,1737,42.86,False
1001490,2025-01-27,9148,11026,534,12.55,False
1001491,2025-01-27,8551,4509,1303,630.74,False
1001492,2025-01-23,7842,3360,1958,205.61,False
1001493,2025-01-19,3745,12128,1058,345.04,False
1001494,2025-01-01,5020,10657,1987,54.86,True
1001495,2025-01-18,535,4835,1701,152.8,False
1001496,2025-01-03,8713,618,350,64.41,False
1001497,2025-01-22,9968,623,413,117.66,False
1001498,2025-01-28,1434,10816,1645,78.43,False
1001499,2025-01-21,2872,9645,1767,243.21,False
1001500,2025-01-10,6220,559,792,209.53,False
1001501,2025-01-19,7762,11093,1490,871.9,False
1001502,2025-01-31,1308,12262,1100,50.19,False
1001503,2025-01-19,7101,3158,368,162.05,False
1001504,2025-01-30,7198,7450,875,444.33,True
1001505,2025-01-26,3716,7979,1200,66.53,False
1001506,2025-01-17,6070,12457,847,367.14,False
1001507,2025-01-26,4316,4274,1413,59.66,False
1001508,2025-01-24,1429,14552,642,81.67,False
1001509,2025-01-21,685,7627,1123,1024.76,False
1001510,2025-01-27,3111,12065,65,183.19,False
1001511,2025-01-11,8108,1534,339,19.69,False
1001512,2025-01-02,2129,1632,1157,589.6,False
1001513,2025-01-11,738,1293,23,170.93,False
1001514,2025-01-29,7221,4374,865,172.8,False
1001515,2025-01-27,6500,1942,1711,386.84,False
1001516,2025-01-02,1893,10463,690,51.58,True
1001517,2025-01-06,9496,2402,136,175.77,False
1001518,2025-01-27,5031,14470,1546,854.78,False
1001519,2025-01-26,3097,8862,1253,51.04,True
1001520,2025-01-09,7486,7948,1564,171.54,False
1001521,2025-01-12,2553,1596,784,102.67,False
1001522,2025-01-28,6011,12245,788,23.4,False
1001523,2025-01-30,7411,13751,225,146.14,False
1001524,2025-01-05,2947,1903,1602,16.5,False
1001525,2025-01-07,7173,11070,845,141.42,False
1001526,2025-01-09,647,11568,1297,17.09,False
1001527,2025-01-10,6220,8755,962,43.12,False
1001528,2025-01-12,4598,10588,530,273.03,False
1001529,2025-01-17,6407,10476,1458,595.66,False
1001530,2025-01-27,3620,8449,112,18.39,False
1001531,2025-01-08,3339,2806,946,135.18,False
1001532,2025-01-15,3442,9608,557,425.08,False
1001533,2025-01-25,7553,11284,1893,144.01,False
1001534,2025-01-10,8442,8456,436,488.3,False
1001535,2025-01-26,2052,3911,1924,100.73,False
1001536,2025-01-18,5338,9658,719,100.23,False
1001537,2025-01-04,9789,13278,1777,25.92,False
1001538,2025-01-30,3256,10937,1258,240.89,True
1001539,2025-01-29,5945,467,1106,490.01,False
1001540,2025-01-01,4457,10931,1217,39.05,False
1001541,2025-01-05,9473,8389,1896,515.66,False
1001542,2025-01-01,2147,612,1422,95.92,False
1001543,2025-01-02,9139,1767,1859,73.53,False
1001544,2025-01-16,7624,6670,1594,677.89,False
1001545,2025-01-11,9553,11614,1232,203.12,False
1001546,2025-01-16,5030,14718,1435,56.96,False
1001547,2025-01-02,7301,10371,1769,631.6,False
1001548,2025-01-12,3157,10380,1183,302.15,False
1001549,2025-01-31,9122,13679,1159,222.23,False
1001550,2025-01-01,9323,4604,436,1220.79,False
1001551,2025-01-24,9359,7331,656,288.62,False
1001552,2025-01-29,4446,11494,1501,155.47,False
1001553,2025-01-30,2102,8372,227,104.86,False
1001554,2025-01-06,5950,13840,1110,5.29,False
1001555,2025-01-03,7289,192,956,8.46,False
1001556,2025-01-30,7298,127,1640,535.78,False
1001557,2025-01-06,6592,1566,1602,317.69,False
1001558,2025-01-12,2666,11582,1434,345.01,True
1001559,2025-01-10,7316,4542,1387,159.3,True
1001560,2025-01-18,1930,5625,800,202.46,False
1001561,2025-01-25,388,13565,1391,145.45,False
1001562,2025-01-14,7788,8937,1484,427.68,False
1001563,2025-01-15,5445,2542,1443,98.77,True
1001564,2025-01-14,9293,4960,1620,92.62,False
1001565,2025-01-03,7645,3550,1419,149.45,False
1001566,2025-01-18,4809,10063,439,122.82,False
1001567,2025-01-05,2713,4547,831,602.04,False
1001568,2025-01-01,8330,6965,682,180.95,False
1001569,2025-01-24,9687,14739,1851,117.2,False
1001570,2025-01-21,1448,943,1183,97.77,False
1001571,2025-01-07,9046,13619,1614,125.94,False
1001572,2025-01-29,5613,4001,1805,384.3,False
1001573,2025-01-30,7042,1182,1169,105.94,False
1001574,2025-01-12,2676,13437,968,305.76,False
1001575,2025-01-26,6542,13933,772,114.77,False
1001576,2025-01-07,6091,10455,1019,116.68,False
1001577,2025-01-10,5873,9646,978,147.4,False
1001578,2025-01-27,2306,2027,1768,123.32,False
1001579,2025-01-26,2521,1501,1889,185.6,False
1001580,2025-01-04,2128,3862,49,855.55,False
1001581,2025-01-28,9971,6196,69,41.89,False
1001582,2025-01-10,3808,10951,1611,311.61,False
1001583,2025-01-04,8582,1769,332,97.13,False
1001584,2025-01-03,1157,6100,1047,349.97,False
1001585,2025-01-14,4186,4576,270,22.67,False
1001586,2025-01-21,5205,11118,655,587.49,False
1001587,2025-01-27,9761,1860,1451,292.26,False
1001588,2025-01-11,174,5045,1545,70.84,False
1001589,2025-01-12,9046,13203,1572,94.15,False
1001590,2025-01-04,2852,3203,1329,437.79,False
1001591,2025-01-31,7705,14342,1200,360.16,False
1001592,2025-01-26,8015,6914,1420,129.0,False
1001593,2025-01-04,2367,2947,1539,39.05,False
1001594,2025-01-01,5873,13450,1568,215.06,False
1001595,2025-01-17,9282,11748,1881,14.24,False
1001596,2025-01-26,2280,1691,1063,349.75,False
1001597,2025-01-02,2529,3218,573,154.83,False
1001598,2025-01-03,7871,3633,1020,120.52,False
1001599,2025-01-20,296,12763,1407,646.2,False
1001600,2025-01-17,9779,4130,14,334.61,False
1001601,2025-01-10,7544,6265,210,89.08,False
1001602,2025-01-06,5861,9116,980,86.17,False
1001603,2025-01-01,935,3313,1544,167.25,False
1001604,2025-01-08,6918,2662,1777,211.22,False
1001605,2025-01-06,9965,6189,1581,183.06,False
1001606,2025-01-02,5048,8006,1190,117.18,False
1001607,2025-01-05,501,909,561,333.26,False
1001608,2025-01-24,9786,12613,1407,120.18,False
1001609,2025-01-02,7932,8796,1836,310.15,False
1001610,2025-01-10,7846,5569,669,233.22,False
1001611,2025-01-01,5536,11044,1990,13.83,False
1001612,2025-01-06,9752,2642,1509,276.27,False
1001613,2025-01-18,4746,14546,1220,6.18,True
1001614,2025-01-31,2758,7502,320,34.78,False
1001615,2025-01-10,4762,12279,1855,486.26,False
1001616,2025-01-03,3780,13707,496,264.02,False
1001617,2025-01-14,582,1123,1266,145.86,False
1001618,2025-01-15,4886,7842,319,121.98,False
1001619,2025-01-08,3411,5330,1369,76.66,False
1001620,2025-01-18,7451,9613,257,13.4,False
1001621,2025-01-07,7768,3263,434,1118.51,False
1001622,2025-01-15,6417,3671,167,26.69,False
1001623,2025-01-12,1577,9477,322,36.56,False
1001624,2025-01-26,9966,9737,1174,238.26,False
1001625,2025-01-19,411,5724,1152,879.13,False
1001626,2025-01-06,9378,5147,734,146.77,False
1001627,2025-01-15,3985,2695,1933,305.26,False
1001628,2025-01-25,9282,4582,29,352.17,False
1001629,2025-01-31,5025,1270,1999,943.54,False
1001630,2025-01-22,6852,13381,974,127.51,False
1001631,2025-01-02,6673,2865,797,125.35,False
1001632,2025-01-30,9857,1768,376,344.27,False
1001633,2025-01-13,3226,11460,1647,542.59,False
1001634,2025-01-12,3072,9104,470,225.19,False
1001635,2025-01-10,6618,9850,1890,176.09,False
1001636,2025-01-02,3288,8328,181,75.14,False
1001637,2025-01-15,5211,2366,1459,182.82,False
1001638,2025-01-03,3189,4043,420,187.27,False
1001639,2025-01-18,1002,4899,1368,113.5,False
1001640,2025-01-15,2372,5923,44,281.54,False
1001641,2025-01-13,5362,13252,848,447.64,False
1001642,2025-01-22,7132,1195,327,579.05,False
1001643,2025-01-19,7143,7768,247,43.85,False
1001644,2025-01-09,8419,11322,1389,308.15,False
1001645,2025-01-11,1869,7456,1001,6.15,False
1001646,2025-01-19,8032,8465,1023,376.47,False
1001647,2025-01-27,5227,11317,1297,85.52,False
1001648,2025-01-14,3071,8338,1201,324.41,False
1001649,2025-01-09,9716,11137,745,3.13,False
1001650,2025-01-07,2132,6226,884,1002.44,False
1001651,2025-01-04,6402,12350,1663,152.17,False
1001652,2025-01-20,3404,8834,660,77.35,False
1001653,2025-01-15,7870,12065,1998,293.16,False
1001654,2025-01-03,8038,13437,143,770.19,False
1001655,2025-01-07,3049,421,639,85.62,True
1001656,2025-01-15,2604,6649,1207,192.09,False
1001657,2025-01-07,9824,9890,1398,599.71,False
1001658,2025-01-24,3239,10931,374,555.03,False
1001659,2025-01-05,2265,9224,144,968.22,False
1001660,2025-01-25,6081,2866,1344,45.56,False
1001661,2025-01-18,7377,10715,1022,532.74,False
1001662,2025-01-05,1841,5855,465,861.39,False
1001663,2025-01-18,1530,14450,1335,1181.73,False
1001664,2025-01-30,5678,9965,226,226.75,False
1001665,2025-01-20,6164,1018,1746,125.24,False
1001666,2025-01-22,6259,8743,1996,622.29,False
1001667,2025-01-18,6861,5435,1826,543.14,False
1001668,2025-01-03,271,7754,1750,218.06,False
1001669,2025-01-12,7993,7835,1530,25.91,False
1001670,2025-01-14,1664,175,321,1063.92,False
1001671,2025-01-25,4436,292,15,437.98,False
1001672,2025-01-11,3650,13601,1009,576.47,False
1001673,2025-01-17,9021,13605,1206,62.46,False
1001674,2025-01-13,8007,13781,31,460.9,False
1001675,2025-01-23,4341,14192,1641,317.61,False
1001676,2025-01-27,731,4964,793,468.58,False
1001677,2025-01-25,4990,8329,226,31.33,False
1001678,2025-01-02,9678,9631,1044,227.27,False
1001679,2025-01-13,4859,4963,974,310.43,False
1001680,2025-01-22,5898,7895,1271,458.79,False
1001681,2025-01-31,5080,7123,116,16.07,False
1001682,2025-01-17,8158,7808,514,320.58,False
1001683,2025-01-19,5987,1713,627,537.36,False
1001684,2025-01-17,1289,8023,1085,37.56,False
1001685,2025-01-24,492,9978,447,260.07,False
1001686,2025-01-08,3345,4707,1752,400.55,False
1001687,2025-01-06,3933,12669,1261,16.18,False
1001688,2025-01-28,685,12547,1335,102.84,False
1001689,2025-01-28,6053,14922,928,34.78,False
1001690,2025-01-14,4601,8395,1293,211.83,False
1001691,2025-01-17,4959,1149,991,203.41,False
1001692,2025-01-29,2162,2979,1501,61.96,False
1001693,2025-01-17,737,3766,720,53.07,False
