account_id,customer_id,account_type,account_status
3991,1694,Current,Active
3992,1064,Current,Dormant
3993,7922,Current,Dormant
3994,3112,Credit,Active
3995,9669,Current,Active
3996,3262,Credit,Dormant
3997,3087,Savings,Active
3998,3812,Current,Active
3999,3352,Savings,Active
4000,7081,Savings,Dormant
4001,9151,Current,Active
4002,4144,Current,Active
4003,6333,Savings,Active
4004,6448,Savings,Active
4005,9775,Savings,Active
4006,7864,Credit,Active
4007,3177,Savings,Dormant
4008,2417,Credit,Dormant
4009,7669,Current,Dormant
4010,8652,Savings,Active
4011,2312,Current,Active
4012,1230,Savings,Active
4013,1531,Current,Dormant
4014,9580,Savings,Active
4015,2798,Credit,Active
4016,1364,Current,Active
4017,4503,Current,Active
4018,453,Savings,Active
4019,3905,Credit,Active
4020,5997,Credit,Active
4021,578,Credit,Active
4022,3920,Savings,Active
4023,7318,Current,Active
4024,3265,Savings,Active
4025,1932,Credit,Dormant
4026,4243,Credit,Active
4027,8182,Current,Active
4028,183,Savings,Active
4029,8428,Savings,Active
4030,638,Credit,Active
4031,3006,Current,Dormant
4032,3473,Current,Active
4033,525,Credit,Active
4034,5660,Savings,Active
4035,2371,Savings,Dormant
4036,9477,Current,Active
4037,1636,Current,Active
4038,9916,Credit,Closed
4039,4433,Current,Active
4040,7468,Savings,Active
4041,4215,Savings,Active
4042,9774,Current,Active
4043,580,Credit,Active
4044,7851,Savings,Active
4045,3942,Savings,Active
4046,8388,Credit,Active
4047,8525,Current,Active
4048,3092,Savings,Active
4049,4719,Savings,Dormant
4050,8850,Credit,Active
4051,8896,Current,Active
4052,5553,Credit,Active
4053,4979,Credit,Active
4054,9642,Current,Dormant
4055,1253,Savings,Active
4056,8716,Credit,Active
4057,2423,Savings,Active
4058,8228,Savings,Active
4059,8968,Savings,Active
4060,28,Savings,Active
4061,7540,Credit,Active
4062,86,Current,Active
4063,6910,Savings,Active
4064,4282,Savings,Active
4065,4654,Savings,Active
4066,8034,Current,Active
4067,7665,Savings,Active
4068,5067,Current,Active
4069,257,Credit,Active
4070,1448,Current,Active
4071,5701,Savings,Dormant
4072,4600,Credit,Active
4073,3344,Current,Active
4074,694,Savings,Active
4075,8675,Credit,Active
4076,3666,Credit,Dormant
4077,2675,Current,Active
4078,351,Savings,Active
4079,8841,Current,Active
4080,7045,Credit,Active
4081,8420,Credit,Active
4082,2064,Savings,Active
4083,5930,Credit,Dormant
4084,8617,Savings,Active
4085,7414,Current,Active
4086,1822,Credit,Active
4087,4890,Credit,Active
4088,1586,Savings,Active
4089,9871,Savings,Active
4090,4660,Current,Active
4091,2281,Savings,Active
4092,3750,Credit,Active
4093,2539,Current,Dormant
4094,9209,Current,Active
4095,444,Current,Active
4096,2068,Savings,Active
4097,8303,Savings,Active
4098,2535,Credit,Active
4099,89,Current,Active
4100,3391,Current,Active
4101,5238,Current,Active
4102,6578,Credit,Active
4103,1942,Savings,Active
4104,3311,Current,Active
4105,8264,Savings,Active
4106,822,Savings,Active
4107,8073,Savings,Active
4108,816,Savings,Active
4109,8596,Savings,Active
4110,1699,Credit,Active
4111,7363,Savings,Active
4112,5692,Current,Active
4113,5730,Current,Active
4114,1954,Current,Active
4115,4964,Credit,Active
4116,5987,Savings,Active
4117,7753,Current,Dormant
4118,4992,Current,Dormant
4119,3802,Current,Active
4120,8448,Savings,Active
4121,1932,Current,Active
4122,1112,Savings,Active
4123,873,Current,Active
4124,7955,Current,Active
4125,4588,Savings,Active
4126,6480,Current,Active
4127,1562,Credit,Active
4128,5527,Savings,Active
4129,4458,Current,Active
4130,5561,Credit,Active
4131,7882,Credit,Active
4132,9086,Savings,Active
4133,7716,Current,Active
4134,2685,Savings,Active
4135,9439,Credit,Dormant
4136,747,Credit,Active
4137,5244,Savings,Active
4138,6827,Savings,Active
4139,4086,Current,Active
4140,6118,Credit,Dormant
4141,1007,Savings,Active
4142,8130,Credit,Active
4143,4311,Savings,Active
4144,9083,Current,Active
4145,2877,Credit,Dormant
4146,9824,Current,Active
4147,2027,Current,Active
4148,5557,Credit,Active
4149,4108,Savings,Active
4150,5242,Current,Active
4151,5670,Current,Active
4152,5400,Credit,Active
4153,8934,Credit,Active
4154,3009,Credit,Active
4155,7496,Current,Active
4156,3663,Savings,Active
4157,5421,Savings,Active
4158,2912,Credit,Active
4159,6898,Current,Dormant
4160,5486,Current,Active
4161,5839,Current,Closed
4162,774,Credit,Dormant
4163,2145,Current,Dormant
4164,9185,Current,Active
4165,5981,Savings,Active
4166,6398,Credit,Closed
4167,8142,Credit,Active
4168,3238,Credit,Active
4169,8196,Current,Active
4170,5583,Current,Active
4171,6289,Savings,Dormant
4172,8357,Credit,Active
4173,1898,Current,Active
4174,5434,Savings,Active
4175,2568,Current,Active
4176,8131,Current,Active
4177,5718,Credit,Closed
4178,6753,Credit,Closed
4179,2560,Current,Active
4180,9531,Current,Active
4181,4638,Current,Active
4182,613,Current,Active
4183,7747,Current,Active
4184,1885,Credit,Active
4185,4025,Credit,Active
4186,3135,Current,Active
4187,9248,Current,Active
4188,1623,Credit,Active
4189,3283,Current,Active
4190,2611,Credit,Active
4191,3070,Credit,Active
4192,6487,Credit,Active
4193,1256,Credit,Dormant
4194,2661,Savings,Active
4195,9235,Current,Closed
4196,4453,Current,Active
4197,9635,Current,Active
4198,7103,Credit,Active
4199,4177,Credit,Dormant
4200,3687,Credit,Active
4201,5238,Current,Active
4202,7662,Credit,Dormant
4203,791,Savings,Active
4204,8417,Current,Active
4205,3035,Savings,Dormant
4206,226,Savings,Active
4207,5349,Current,Active
4208,6467,Savings,Active
4209,3180,Savings,Active
4210,9004,Credit,Active
4211,4224,Savings,Active
4212,7521,Credit,Active
4213,4067,Savings,Active
4214,4363,Current,Active
4215,5024,Current,Active
4216,4310,Current,Active
4217,247,Current,Active
4218,5738,Credit,Active
4219,1619,Savings,Active
4220,8613,Savings,Active
4221,5161,Current,Active
4222,1372,Credit,Active
4223,7729,Credit,Active
4224,4239,Current,Active
4225,2613,Savings,Active
4226,2081,Current,Active
4227,5920,Savings,Dormant
4228,4325,Current,Active
4229,7798,Savings,Active
4230,2736,Credit,Dormant
4231,6084,Current,Active
4232,7353,Savings,Active
4233,9022,Savings,Active
4234,3059,Savings,Active
4235,9042,Savings,Active
4236,5335,Credit,Active
4237,1154,Savings,Active
4238,4941,Credit,Active
4239,3080,Savings,Active
4240,403,Credit,Active
4241,2976,Credit,Active
4242,9795,Savings,Active
4243,7537,Credit,Dormant
4244,5920,Current,Active
4245,6761,Savings,Dormant
4246,981,Current,Active
4247,6681,Credit,Active
4248,2385,Credit,Active
4249,8991,Current,Active
4250,1367,Savings,Active
4251,2939,Current,Dormant
4252,1263,Credit,Active
4253,7660,Savings,Active
4254,6188,Current,Active
4255,8496,Current,Active
4256,9886,Savings,Active
4257,2317,Current,Active
4258,7910,Savings,Active
4259,922,Savings,Active
4260,7115,Current,Active
4261,6575,Savings,Active
4262,8613,Savings,Active
4263,5530,Credit,Active
4264,3810,Credit,Active
4265,1167,Credit,Active
4266,8732,Current,Active
4267,6269,Current,Active
4268,5332,Current,Active
4269,5030,Current,Closed
4270,1461,Savings,Active
4271,4688,Savings,Active
4272,5358,Credit,Active
4273,4740,Savings,Active
4274,328,Current,Active
4275,5239,Savings,Active
4276,8544,Credit,Dormant
4277,5133,Current,Active
4278,4733,Savings,Active
4279,3909,Credit,Active
4280,5292,Savings,Active
4281,8426,Credit,Active
4282,3123,Credit,Active
4283,4877,Credit,Active
4284,2729,Current,Active
4285,9125,Savings,Active
4286,7996,Savings,Active
4287,1824,Current,Active
4288,3501,Current,Active
4289,4074,Savings,Active
4290,9053,Current,Active
4291,1231,Current,Active
4292,4396,Savings,Dormant
4293,6052,Credit,Active
4294,1477,Current,Active
4295,2024,Savings,Active
4296,2597,Savings,Dormant
4297,7841,Savings,Active
4298,7122,Current,Active
4299,2431,Credit,Active
4300,7955,Credit,Active
4301,6944,Savings,Active
4302,534,Current,Active
4303,1257,Current,Active
4304,1658,Credit,Active
4305,9345,Credit,Active
4306,1753,Current,Active
4307,9876,Credit,Active
4308,6714,Savings,Dormant
4309,2979,Credit,Active
4310,4333,Current,Active
4311,3654,Savings,Closed
4312,3014,Current,Active
4313,8893,Credit,Dormant
4314,7653,Credit,Active
4315,7101,Savings,Active
4316,4867,Savings,Active
4317,1765,Savings,Active
4318,1123,Savings,Active
4319,3831,Credit,Active
4320,6701,Current,Active
4321,2959,Credit,Closed
4322,9615,Credit,Active
4323,1541,Savings,Active
4324,8715,Savings,Active
4325,5468,Current,Active
4326,7054,Current,Active
4327,5671,Credit,Active
4328,1739,Current,Active
4329,4190,Savings,Closed
4330,2534,Savings,Active
4331,5270,Savings,Active
4332,8691,Credit,Active
4333,2419,Current,Active
4334,5077,Savings,Active
4335,485,Credit,Dormant
4336,665,Credit,Active
4337,3455,Credit,Active
4338,628,Current,Dormant
4339,9877,Current,Active
4340,8924,Current,Active
4341,4288,Credit,Active
4342,9437,Credit,Active
4343,5167,Current,Active
4344,3875,Savings,Active
4345,9332,Current,Dormant
4346,4541,Credit,Active
4347,7477,Credit,Dormant
4348,708,Credit,Active
4349,8625,Credit,Active
4350,8665,Credit,Closed
4351,48,Credit,Dormant
4352,1915,Current,Active
4353,1106,Credit,Active
4354,3181,Credit,Active
4355,8550,Credit,Active
4356,568,Credit,Dormant
4357,8672,Credit,Active
4358,867,Savings,Active
4359,1029,Current,Active
4360,1814,Current,Active
4361,3729,Savings,Active
4362,5514,Savings,Active
4363,3527,Credit,Closed
4364,4804,Current,Active
4365,6570,Current,Active
4366,1051,Savings,Active
4367,8319,Current,Active
4368,6279,Current,Active
4369,1653,Credit,Active
4370,8200,Credit,Closed
4371,4709,Credit,Active
4372,9477,Current,Active
4373,5319,Current,Active
4374,5860,Credit,Active
4375,6616,Credit,Active
4376,8371,Current,Active
4377,6594,Current,Active
4378,3596,Savings,Active
4379,4911,Credit,Active
4380,3255,Credit,Active
4381,4454,Credit,Active
4382,2424,Current,Active
4383,8109,Current,Active
4384,4798,Savings,Active
4385,6982,Savings,Active
4386,9943,Credit,Active
4387,7938,Savings,Active
4388,6682,Current,Active
4389,4878,Savings,Active
4390,4178,Savings,Active
4391,3430,Current,Active
4392,185,Credit,Active
4393,3134,Credit,Active
4394,4979,Savings,Active
4395,8699,Current,Active
4396,6138,Current,Active
4397,1933,Savings,Active
4398,6175,Credit,Active
4399,5413,Credit,Active
4400,1197,Credit,Active
4401,5248,Current,Active
4402,4182,Current,Active
4403,1339,Current,Active
4404,6172,Credit,Active
4405,2621,Savings,Active
4406,6547,Current,Active
4407,8875,Current,Active
4408,5932,Savings,Active
4409,1730,Credit,Active
4410,9610,Current,Dormant
4411,19,Credit,Active
4412,5972,Current,Active
4413,465,Current,Dormant
4414,8883,Savings,Active
4415,9203,Savings,Active
4416,5311,Savings,Active
4417,8080,Savings,Active
4418,4021,Credit,Active
4419,163,Credit,Active
4420,9828,Credit,Active
4421,295,Savings,Active
4422,8771,Current,Active
4423,7241,Credit,Active
4424,6845,Savings,Active
4425,1586,Savings,Active
4426,3381,Savings,Active
4427,5428,Credit,Active
4428,6813,Current,Active
4429,195,Credit,Dormant
4430,9034,Savings,Active
4431,6344,Savings,Active
4432,2932,Savings,Closed
4433,7042,Credit,Dormant
4434,5700,Current,Active
4435,8638,Credit,Active
4436,8272,Savings,Active
4437,4841,Savings,Active
4438,7637,Savings,Active
4439,1861,Credit,Active
4440,5562,Credit,Active
4441,931,Credit,Active
4442,1935,Savings,Active
4443,4368,Credit,Dormant
4444,2172,Current,Active
4445,3295,Current,Active
4446,4748,Current,Active
4447,4393,Credit,Active
4448,5239,Savings,Active
4449,2835,Savings,Active
4450,9847,Savings,Active
4451,7117,Savings,Active
4452,2929,Savings,Active
4453,7426,Credit,Active
4454,5751,Current,Active
4455,6495,Credit,Active
4456,1673,Savings,Active
4457,8191,Credit,Active
4458,7445,Credit,Active
4459,4351,Credit,Active
4460,1288,Savings,Active
4461,6611,Savings,Active
4462,9251,Savings,Active
4463,8794,Credit,Active
4464,6884,Credit,Dormant
4465,5188,Current,Active
4466,131,Current,Active
4467,8045,Savings,Active
4468,8303,Current,Dormant
4469,2735,Savings,Active
4470,9023,Savings,Active
4471,8858,Credit,Active
4472,1067,Current,Active
4473,4971,Savings,Active
4474,3789,Savings,Active
4475,1318,Current,Active
4476,285,Current,Active
4477,6967,Current,Active
4478,7795,Current,Dormant
4479,4115,Current,Active
4480,48,Current,Active
4481,9961,Current,Active
4482,6139,Savings,Active
4483,4862,Credit,Active
4484,3260,Savings,Active
4485,7843,Savings,Active
4486,3416,Credit,Active
4487,6451,Credit,Active
4488,8760,Credit,Active
4489,6165,Current,Active
4490,7788,Current,Active
4491,4066,Current,Active
4492,82,Savings,Active
4493,3006,Credit,Dormant
4494,8409,Credit,Active
4495,335,Savings,Active
4496,8751,Current,Active
4497,9066,Credit,Dormant
4498,8945,Savings,Active
4499,8786,Current,Active
4500,7069,Savings,Active
4501,9871,Current,Active
4502,3898,Savings,Active
4503,7959,Current,Active
4504,8102,Savings,Active
4505,4649,Savings,Active
4506,9675,Savings,Active
4507,783,Savings,Active
4508,3587,Credit,Active
4509,3795,Credit,Active
4510,9176,Credit,Active
4511,5598,Credit,Active
4512,7051,Savings,Active
4513,5052,Credit,Active
4514,743,Credit,Active
4515,4545,Savings,Active
4516,4356,Credit,Active
4517,3609,Credit,Active
4518,3272,Current,Active
4519,2511,Credit,Active
4520,8286,Current,Active
4521,6056,Credit,Active
4522,1376,Savings,Active
4523,9324,Credit,Active
4524,2517,Savings,Dormant
4525,6239,Credit,Active
4526,91,Credit,Closed
4527,1480,Savings,Closed
4528,955,Savings,Active
4529,8215,Savings,Active
4530,9918,Savings,Active
4531,3306,Current,Active
4532,1722,Current,Closed
4533,9633,Savings,Active
4534,5453,Current,Active
4535,2548,Credit,Active
4536,4924,Credit,Active
4537,189,Credit,Active
4538,460,Current,Active
4539,2237,Current,Active
4540,4447,Credit,Active
4541,581,Savings,Active
4542,2162,Credit,Active
4543,4716,Current,Active
4544,9724,Credit,Active
4545,9561,Credit,Active
4546,5898,Current,Active
4547,2903,Current,Active
4548,8665,Current,Active
4549,859,Current,Dormant
4550,2441,Credit,Active
4551,1713,Current,Active
4552,516,Savings,Active
4553,7356,Current,Active
4554,1376,Current,Active
4555,6685,Credit,Active
4556,3670,Savings,Active
4557,2391,Savings,Active
4558,3263,Savings,Active
4559,4639,Current,Active
4560,2867,Credit,Active
4561,7849,Credit,Active
4562,9252,Current,Active
4563,8949,Savings,Active
4564,3496,Savings,Active
4565,6495,Credit,Active
4566,188,Current,Active
4567,4579,Savings,Active
4568,8094,Current,Active
4569,2715,Credit,Active
4570,7409,Current,Active
4571,296,Current,Active
4572,3534,Current,Active
4573,4141,Current,Active
4574,4043,Savings,Active
4575,4271,Credit,Active
4576,3052,Savings,Dormant
4577,5466,Savings,Active
4578,7734,Savings,Dormant
4579,9993,Savings,Active
4580,6006,Credit,Active
4581,5871,Credit,Active
4582,3905,Savings,Active
4583,2262,Current,Active
4584,9715,Current,Dormant
4585,1421,Current,Active
4586,6694,Current,Active
4587,8297,Current,Active
4588,479,Credit,Active
4589,5519,Current,Active
4590,6578,Credit,Active
4591,6786,Current,Active
4592,8885,Current,Active
4593,3039,Savings,Active
4594,194,Savings,Active
4595,9682,Savings,Active
4596,59,Credit,Active
4597,1887,Credit,Active
4598,4574,Savings,Active
4599,5223,Savings,Dormant
4600,2581,Current,Active
4601,4645,Credit,Active
4602,7624,Current,Active
4603,221,Current,Active
4604,876,Savings,Active
4605,1197,Current,Active
4606,2710,Current,Active
4607,2732,Savings,Active
4608,336,Savings,Active
4609,8417,Current,Closed
4610,7015,Current,Active
4611,1248,Current,Active
4612,8181,Credit,Closed
4613,3958,Current,Active
4614,7112,Savings,Active
4615,4590,Current,Active
4616,1887,Credit,Active
4617,311,Current,Active
4618,1605,Credit,Active
4619,5660,Credit,Active
4620,3983,Savings,Active
4621,8561,Current,Active
4622,3547,Credit,Active
4623,4842,Current,Active
4624,6175,Credit,Active
4625,5352,Savings,Active
4626,8018,Savings,Active
4627,998,Current,Active
4628,497,Current,Active
4629,5686,Current,Active
4630,964,Current,Active
4631,1199,Current,Active
4632,5911,Credit,Active
4633,5485,Current,Active
4634,577,Credit,Active
4635,3161,Credit,Active
4636,54,Credit,Closed
4637,229,Current,Dormant
4638,8971,Savings,Active
4639,985,Savings,Active
4640,8661,Current,Active
4641,2468,Current,Active
4642,532,Current,Active
4643,8029,Credit,Active
4644,562,Savings,Active
4645,90,Savings,Active
4646,5736,Savings,Active
4647,9599,Savings,Active
4648,3146,Credit,Active
4649,1293,Current,Active
4650,4111,Credit,Active
4651,7497,Current,Active
4652,7560,Current,Dormant
4653,3782,Savings,Active
4654,4068,Savings,Active
4655,3506,Current,Active
4656,2392,Current,Active
4657,1219,Savings,Active
4658,5156,Savings,Active
4659,2253,Savings,Active
4660,3892,Savings,Active
4661,9867,Savings,Active
4662,776,Credit,Active
4663,5230,Credit,Active
4664,8417,Credit,Active
4665,7554,Savings,Active
4666,64,Current,Dormant
4667,1788,Current,Active
4668,7092,Savings,Active
4669,5057,Credit,Active
4670,8070,Current,Active
4671,9568,Savings,Active
4672,3916,Credit,Active
4673,93,Credit,Active
4674,1678,Credit,Active
4675,5509,Credit,Active
4676,5731,Credit,Active
4677,3865,Credit,Dormant
4678,4937,Credit,Active
4679,1402,Credit,Active
4680,1607,Credit,Active
4681,898,Credit,Active
4682,4588,Savings,Active
4683,3714,Current,Active
4684,3132,Savings,Active
4685,1533,Current,Dormant
4686,6536,Savings,Active
4687,7287,Current,Active
4688,1799,Current,Dormant
4689,8163,Current,Active
4690,1352,Savings,Active
4691,7052,Current,Active
4692,6859,Credit,Active
4693,9856,Current,Active
4694,599,Savings,Dormant
4695,2045,Savings,Dormant
4696,259,Credit,Active
4697,4572,Current,Active
4698,8004,Savings,Closed
4699,6969,Current,Active
4700,6177,Credit,Active
4701,7043,Credit,Active
4702,8580,Savings,Active
4703,798,Current,Active
4704,5714,Credit,Active
4705,7312,Credit,Active
4706,4021,Savings,Closed
4707,5912,Credit,Active
4708,3955,Savings,Active
4709,9820,Credit,Dormant
4710,4313,Credit,Active
4711,8981,Savings,Dormant
4712,5640,Savings,Active
4713,6180,Current,Active
4714,6780,Credit,Active
4715,2057,Current,Active
4716,9256,Current,Active
4717,7103,Savings,Active
4718,6645,Credit,Active
4719,5786,Savings,Active
4720,1448,Credit,Active
4721,515,Savings,Active
4722,1914,Credit,Closed
4723,1952,Current,Active
4724,5571,Credit,Dormant
4725,8966,Credit,Active
4726,329,Savings,Active
4727,8986,Credit,Active
4728,9154,Credit,Dormant
4729,6514,Credit,Active
4730,5974,Credit,Active
4731,1411,Current,Active
4732,7715,Savings,Active
4733,1138,Credit,Active
4734,4667,Savings,Active
4735,5158,Current,Dormant
4736,1569,Current,Active
4737,4473,Credit,Active
4738,7567,Savings,Dormant
4739,3275,Savings,Active
4740,3274,Savings,Closed
4741,6244,Current,Active
4742,3470,Current,Active
4743,5933,Credit,Active
4744,6565,Savings,Closed
4745,5363,Savings,Dormant
4746,4637,Current,Active
4747,5347,Credit,Active
4748,1237,Credit,Closed
4749,4209,Credit,Dormant
4750,4469,Current,Active
4751,2347,Savings,Active
4752,1043,Credit,Closed
4753,4767,Credit,Active
4754,4107,Savings,Active
4755,8200,Credit,Dormant
4756,7321,Current,Active
4757,3732,Credit,Closed
4758,9766,Savings,Active
4759,7303,Current,Active
4760,5493,Credit,Active
4761,461,Savings,Active
4762,2303,Savings,Active
4763,2634,Savings,Active
4764,9544,Savings,Active
4765,362,Credit,Active
4766,5494,Credit,Closed
4767,7147,Current,Active
4768,788,Current,Active
4769,209,Savings,Active
4770,8459,Savings,Active
4771,5093,Current,Active
4772,554,Credit,Active
4773,8026,Credit,Dormant
4774,9780,Credit,Active
4775,4517,Savings,Closed
4776,6452,Current,Active
4777,9311,Current,Active
4778,1514,Current,Active
4779,7426,Credit,Dormant
4780,5352,Current,Dormant
4781,6750,Current,Active
4782,7006,Credit,Active
4783,8413,Savings,Active
4784,2345,Savings,Active
4785,7155,Credit,Dormant
4786,1972,Current,Dormant
4787,4439,Savings,Active
4788,5325,Savings,Active
4789,9084,Savings,Active
4790,5670,Credit,Active
4791,5162,Savings,Active
4792,1206,Current,Active
4793,9411,Credit,Active
4794,1856,Credit,Active
4795,2000,Savings,Active
4796,2436,Current,Active
4797,6781,Credit,Dormant
4798,3099,Savings,Closed
4799,3387,Current,Active
4800,5441,Current,Active
4801,6437,Credit,Active
4802,1778,Savings,Active
4803,7404,Current,Active
4804,6859,Credit,Active
4805,2940,Credit,Dormant
4806,839,Credit,Closed
4807,5726,Credit,Active
4808,4760,Credit,Active
4809,4861,Current,Active
4810,3139,Credit,Active
4811,176,Savings,Active
4812,4606,Savings,Active
4813,3163,Current,Active
4814,2753,Credit,Active
4815,9382,Credit,Active
4816,838,Current,Closed
4817,7846,Credit,Active
4818,2734,Credit,Active
4819,7689,Savings,Active
4820,5207,Credit,Active
4821,2654,Current,Active
4822,6141,Savings,Active
4823,7220,Current,Active
4824,3350,Current,Active
4825,3311,Credit,Active
4826,4681,Credit,Active
4827,2387,Savings,Active
4828,5192,Current,Dormant
4829,374,Current,Active
4830,4676,Credit,Active
4831,1262,Current,Active
4832,7634,Current,Active
4833,8313,Current,Active
4834,5533,Current,Active
4835,5843,Current,Active
4836,3846,Savings,Active
4837,2885,Current,Active
4838,4139,Current,Active
4839,5624,Savings,Active
4840,2120,Credit,Active
4841,7717,Credit,Active
4842,491,Savings,Active
4843,3046,Savings,Active
4844,383,Credit,Active
4845,805,Current,Active
4846,5586,Current,Active
4847,9370,Savings,Active
4848,2218,Current,Dormant
4849,9488,Savings,Active
4850,9110,Credit,Dormant
4851,7278,Current,Active
4852,6595,Credit,Active
4853,6787,Current,Active
4854,6167,Current,Dormant
4855,2415,Current,Active
4856,651,Savings,Active
4857,8170,Credit,Dormant
4858,4916,Savings,Active
4859,3199,Savings,Active
4860,942,Credit,Active
4861,8733,Credit,Active
4862,5806,Savings,Active
4863,3728,Savings,Active
4864,2530,Savings,Active
4865,1203,Credit,Active
4866,4965,Savings,Active
4867,651,Credit,Active
4868,3007,Savings,Active
4869,2905,Credit,Active
4870,8506,Savings,Active
4871,4115,Current,Closed
4872,9376,Current,Active
4873,122,Credit,Closed
4874,6604,Credit,Active
4875,8361,Current,Active
4876,3683,Credit,Active
4877,4725,Credit,Active
4878,4122,Current,Active
4879,6865,Savings,Active
4880,7395,Credit,Dormant
4881,1730,Credit,Active
4882,5953,Savings,Dormant
4883,5130,Savings,Dormant
4884,1119,Credit,Active
4885,2169,Credit,Dormant
4886,7669,Savings,Active
4887,1051,Credit,Active
4888,8897,Savings,Closed
4889,6641,Savings,Active
4890,2900,Credit,Active
4891,3208,Credit,Active
4892,8899,Savings,Active
4893,7675,Credit,Active
4894,3833,Savings,Active
4895,2009,Current,Active
4896,4722,Current,Dormant
4897,9790,Savings,Closed
4898,1067,Savings,Active
4899,8288,Credit,Active
4900,1919,Savings,Active
4901,9458,Savings,Dormant
4902,8432,Credit,Active
4903,1328,Credit,Active
4904,6211,Current,Dormant
4905,7449,Savings,Active
4906,7360,Savings,Active
4907,1143,Current,Active
4908,3224,Savings,Dormant
4909,3849,Credit,Active
4910,1416,Savings,Active
4911,6375,Credit,Dormant
4912,761,Savings,Active
4913,3643,Current,Active
4914,1553,Credit,Active
4915,863,Credit,Active
4916,9348,Current,Active
4917,8549,Credit,Active
4918,9864,Current,Active
4919,7210,Savings,Active
4920,1329,Current,Active
4921,1030,Savings,Active
4922,2377,Credit,Active
4923,3242,Credit,Closed
4924,3141,Current,Active
4925,882,Savings,Active
4926,8731,Current,Active
4927,3558,Credit,Active
4928,7064,Credit,Active
4929,2197,Savings,Active
4930,1951,Savings,Active
4931,9803,Credit,Active
4932,5938,Credit,Active
4933,3164,Savings,Active
4934,4464,Current,Active
4935,4008,Current,Active
4936,4676,Savings,Active
4937,4752,Savings,Active
4938,6220,Savings,Active
4939,8419,Credit,Active
4940,7531,Current,Active
4941,7736,Savings,Active
4942,8784,Current,Active
4943,2076,Credit,Dormant
4944,7773,Credit,Active
4945,9561,Savings,Dormant
4946,2023,Savings,Active
4947,2079,Savings,Active
4948,7395,Savings,Active
4949,7014,Current,Active
4950,3322,Savings,Active
4951,6012,Current,Active
4952,2437,Credit,Active
4953,7088,Credit,Active
4954,9997,Current,Active
4955,3360,Current,Active
4956,1731,Savings,Active
4957,3663,Savings,Closed
4958,5111,Savings,Active
4959,6619,Credit,Active
4960,6900,Current,Dormant
4961,1030,Current,Active
4962,412,Current,Active
4963,1982,Current,Active
4964,8854,Savings,Dormant
4965,9540,Savings,Dormant
4966,3471,Current,Active
4967,1306,Savings,Active
4968,4681,Credit,Active
4969,4596,Savings,Closed
4970,816,Credit,Active
4971,9669,Credit,Closed
4972,5613,Current,Active
4973,2038,Current,Dormant
4974,9523,Savings,Active
4975,4876,Current,Active
4976,7087,Credit,Active
4977,1150,Credit,Active
4978,6409,Savings,Active
4979,7,Credit,Dormant
4980,1437,Current,Dormant
4981,3251,Savings,Active
4982,7664,Savings,Active
4983,695,Savings,Active
4984,5088,Current,Active
4985,3300,Credit,Active
4986,4844,Current,Active
4987,7738,Savings,Active
4988,4953,Credit,Active
4989,5048,Savings,Active
4990,7843,Current,Active
4991,26,Savings,Active
4992,4548,Current,Active
4993,2154,Savings,Active
4994,8020,Savings,Dormant
4995,3490,Savings,Active
4996,8524,Current,Closed
4997,5162,Current,Active
4998,645,Current,Active
4999,1853,Current,Active
5000,7724,Current,Closed
5001,4131,Credit,Closed
5002,3585,Savings,Active
5003,3810,Current,Active
5004,9003,Credit,Active
5005,1312,Credit,Dormant
5006,1895,Savings,Active
5007,6239,Savings,Dormant
5008,4301,Savings,Active
5009,7789,Current,Active
5010,6978,Savings,Active
5011,6174,Savings,Active
5012,6410,Savings,Active
5013,2071,Credit,Dormant
5014,2657,Current,Dormant
5015,4135,Savings,Active
5016,4269,Credit,Active
5017,6011,Current,Active
5018,3485,Savings,Active
5019,414,Credit,Closed
5020,7842,Current,Active
5021,8884,Savings,Active
5022,6149,Savings,Active
5023,4310,Credit,Active
5024,5792,Savings,Active
5025,920,Credit,Active
5026,907,Credit,Active
5027,3211,Credit,Active
5028,2720,Current,Active
5029,4896,Credit,Active
5030,793,Current,Active
5031,8768,Savings,Active
5032,9920,Current,Active
5033,5544,Credit,Active
5034,3726,Savings,Active
5035,8192,Credit,Active
5036,5162,Credit,Active
5037,1361,Savings,Active
5038,2049,Credit,Active
5039,6253,Current,Dormant
5040,6099,Savings,Active
5041,3197,Savings,Active
5042,9280,Savings,Active
5043,206,Credit,Dormant
5044,3316,Credit,Active
5045,6734,Savings,Dormant
5046,8815,Current,Active
5047,1678,Credit,Active
5048,3013,Credit,Active
5049,7548,Credit,Active
5050,1872,Current,Dormant
5051,8271,Credit,Active
5052,6559,Credit,Active
5053,9669,Current,Dormant
5054,4735,Current,Active
5055,5790,Credit,Active
5056,6935,Savings,Active
5057,3229,Savings,Active
5058,2336,Current,Active
5059,1726,Credit,Active
5060,5738,Current,Closed
5061,9307,Current,Closed
5062,5986,Savings,Active
5063,7217,Current,Active
5064,161,Current,Active
5065,1426,Credit,Dormant
5066,1734,Credit,Dormant
5067,2523,Current,Active
5068,7167,Current,Active
5069,602,Credit,Active
5070,9748,Savings,Active
5071,4685,Credit,Active
5072,1521,Credit,Active
5073,2391,Credit,Active
5074,9098,Credit,Active
5075,9843,Credit,Active
5076,1118,Savings,Active
5077,7301,Credit,Active
5078,9717,Credit,Active
5079,4722,Savings,Closed
